eigenvalue	percentage of variance	cumulative percentage of variance
2.272821e-01	1.453657e+00	1.453657e+00
1.920136e-01	1.228086e+00	2.681743e+00
1.291358e-01	8.259305e-01	3.507674e+00
1.165873e-01	7.456723e-01	4.253346e+00
1.106805e-01	7.078932e-01	4.961240e+00
9.733917e-02	6.225645e-01	5.583804e+00
8.636299e-02	5.523628e-01	6.136167e+00
8.522976e-02	5.451149e-01	6.681282e+00
8.035755e-02	5.139530e-01	7.195235e+00
7.659440e-02	4.898846e-01	7.685119e+00
7.072644e-02	4.523541e-01	8.137473e+00
6.536857e-02	4.180861e-01	8.555560e+00
6.374474e-02	4.077004e-01	8.963260e+00
6.120270e-02	3.914419e-01	9.354702e+00
6.082204e-02	3.890073e-01	9.743709e+00
6.007116e-02	3.842048e-01	1.012791e+01
5.742310e-02	3.672683e-01	1.049518e+01
5.553489e-02	3.551916e-01	1.085037e+01
5.476507e-02	3.502680e-01	1.120064e+01
5.389600e-02	3.447095e-01	1.154535e+01
5.167694e-02	3.305168e-01	1.187587e+01
4.980565e-02	3.185483e-01	1.219442e+01
4.851558e-02	3.102973e-01	1.250471e+01
4.835350e-02	3.092607e-01	1.281397e+01
4.821583e-02	3.083801e-01	1.312235e+01
4.721390e-02	3.019720e-01	1.342433e+01
4.632102e-02	2.962613e-01	1.372059e+01
4.526493e-02	2.895067e-01	1.401009e+01
4.512136e-02	2.885884e-01	1.429868e+01
4.478917e-02	2.864638e-01	1.458515e+01
4.358547e-02	2.787652e-01	1.486391e+01
4.301927e-02	2.751439e-01	1.513906e+01
4.256245e-02	2.722221e-01	1.541128e+01
4.231182e-02	2.706191e-01	1.568190e+01
4.159990e-02	2.660658e-01	1.594796e+01
4.143517e-02	2.650122e-01	1.621297e+01
4.128876e-02	2.640758e-01	1.647705e+01
4.067843e-02	2.601722e-01	1.673722e+01
4.037072e-02	2.582042e-01	1.699543e+01
3.986382e-02	2.549621e-01	1.725039e+01
3.916433e-02	2.504883e-01	1.750088e+01
3.849448e-02	2.462040e-01	1.774708e+01
3.823627e-02	2.445526e-01	1.799163e+01
3.755468e-02	2.401932e-01	1.823183e+01
3.702895e-02	2.368308e-01	1.846866e+01
3.626763e-02	2.319615e-01	1.870062e+01
3.600151e-02	2.302595e-01	1.893088e+01
3.572306e-02	2.284785e-01	1.915936e+01
3.545671e-02	2.267750e-01	1.938613e+01
3.469972e-02	2.219334e-01	1.960807e+01
3.408184e-02	2.179815e-01	1.982605e+01
3.362768e-02	2.150769e-01	2.004112e+01
3.341699e-02	2.137293e-01	2.025485e+01
3.332172e-02	2.131200e-01	2.046797e+01
3.257822e-02	2.083647e-01	2.067634e+01
3.236447e-02	2.069976e-01	2.088334e+01
3.196238e-02	2.044258e-01	2.108776e+01
3.181576e-02	2.034881e-01	2.129125e+01
3.152099e-02	2.016028e-01	2.149285e+01
3.151094e-02	2.015386e-01	2.169439e+01
3.120091e-02	1.995556e-01	2.189395e+01
3.065106e-02	1.960389e-01	2.208999e+01
3.042304e-02	1.945805e-01	2.228457e+01
3.032443e-02	1.939498e-01	2.247852e+01
2.995073e-02	1.915597e-01	2.267008e+01
2.974385e-02	1.902365e-01	2.286031e+01
2.956294e-02	1.890794e-01	2.304939e+01
2.891791e-02	1.849540e-01	2.323435e+01
2.877631e-02	1.840483e-01	2.341839e+01
2.865178e-02	1.832519e-01	2.360165e+01
2.837479e-02	1.814802e-01	2.378313e+01
2.816921e-02	1.801654e-01	2.396329e+01
2.790790e-02	1.784941e-01	2.414179e+01
2.773018e-02	1.773574e-01	2.431914e+01
2.769327e-02	1.771214e-01	2.449626e+01
2.737828e-02	1.751068e-01	2.467137e+01
2.729325e-02	1.745629e-01	2.484593e+01
2.714049e-02	1.735859e-01	2.501952e+01
2.687722e-02	1.719020e-01	2.519142e+01
2.664267e-02	1.704020e-01	2.536182e+01
2.647705e-02	1.693427e-01	2.553117e+01
2.629542e-02	1.681810e-01	2.569935e+01
2.626886e-02	1.680111e-01	2.586736e+01
2.617362e-02	1.674019e-01	2.603476e+01
2.596965e-02	1.660974e-01	2.620086e+01
2.577398e-02	1.648459e-01	2.636570e+01
2.561043e-02	1.637999e-01	2.652950e+01
2.551952e-02	1.632185e-01	2.669272e+01
2.532144e-02	1.619516e-01	2.685467e+01
2.511722e-02	1.606454e-01	2.701532e+01
2.496874e-02	1.596958e-01	2.717502e+01
2.494302e-02	1.595312e-01	2.733455e+01
2.478667e-02	1.585313e-01	2.749308e+01
2.432714e-02	1.555922e-01	2.764867e+01
2.423607e-02	1.550097e-01	2.780368e+01
2.418712e-02	1.546966e-01	2.795838e+01
2.410162e-02	1.541498e-01	2.811253e+01
2.391813e-02	1.529762e-01	2.826550e+01
2.383535e-02	1.524468e-01	2.841795e+01
2.368547e-02	1.514882e-01	2.856944e+01
2.364272e-02	1.512148e-01	2.872065e+01
2.345227e-02	1.499967e-01	2.887065e+01
2.342427e-02	1.498176e-01	2.902047e+01
2.323607e-02	1.486139e-01	2.916908e+01
2.310595e-02	1.477817e-01	2.931686e+01
2.305763e-02	1.474726e-01	2.946433e+01
2.283190e-02	1.460289e-01	2.961036e+01
2.279251e-02	1.457770e-01	2.975614e+01
2.261472e-02	1.446398e-01	2.990078e+01
2.251092e-02	1.439759e-01	3.004476e+01
2.246077e-02	1.436552e-01	3.018841e+01
2.228408e-02	1.425251e-01	3.033094e+01
2.221706e-02	1.420965e-01	3.047303e+01
2.211511e-02	1.414444e-01	3.061448e+01
2.201379e-02	1.407964e-01	3.075527e+01
2.196414e-02	1.404789e-01	3.089575e+01
2.185296e-02	1.397677e-01	3.103552e+01
2.178933e-02	1.393608e-01	3.117488e+01
2.165124e-02	1.384776e-01	3.131336e+01
2.157733e-02	1.380049e-01	3.145136e+01
2.151808e-02	1.376259e-01	3.158899e+01
2.146809e-02	1.373062e-01	3.172630e+01
2.140938e-02	1.369307e-01	3.186323e+01
2.131011e-02	1.362958e-01	3.199952e+01
2.125993e-02	1.359749e-01	3.213550e+01
2.116136e-02	1.353444e-01	3.227084e+01
2.104678e-02	1.346116e-01	3.240545e+01
2.095330e-02	1.340137e-01	3.253947e+01
2.086318e-02	1.334373e-01	3.267290e+01
2.078460e-02	1.329347e-01	3.280584e+01
2.071342e-02	1.324794e-01	3.293832e+01
2.065010e-02	1.320745e-01	3.307039e+01
2.062260e-02	1.318986e-01	3.320229e+01
2.042452e-02	1.306317e-01	3.333292e+01
2.041049e-02	1.305419e-01	3.346346e+01
2.035160e-02	1.301653e-01	3.359363e+01
2.028290e-02	1.297259e-01	3.372336e+01
2.020758e-02	1.292442e-01	3.385260e+01
2.016795e-02	1.289907e-01	3.398159e+01
2.007353e-02	1.283868e-01	3.410998e+01
1.998105e-02	1.277954e-01	3.423777e+01
1.989924e-02	1.272721e-01	3.436505e+01
1.981811e-02	1.267532e-01	3.449180e+01
1.974990e-02	1.263170e-01	3.461812e+01
1.971632e-02	1.261022e-01	3.474422e+01
1.966288e-02	1.257604e-01	3.486998e+01
1.957225e-02	1.251807e-01	3.499516e+01
1.956146e-02	1.251117e-01	3.512027e+01
1.947980e-02	1.245894e-01	3.524486e+01
1.944867e-02	1.243903e-01	3.536925e+01
1.942901e-02	1.242646e-01	3.549352e+01
1.936383e-02	1.238477e-01	3.561736e+01
1.930197e-02	1.234521e-01	3.574081e+01
1.921364e-02	1.228871e-01	3.586370e+01
1.920408e-02	1.228260e-01	3.598653e+01
1.911916e-02	1.222828e-01	3.610881e+01
1.903565e-02	1.217488e-01	3.623056e+01
1.901714e-02	1.216303e-01	3.635219e+01
1.891839e-02	1.209988e-01	3.647319e+01
1.883737e-02	1.204806e-01	3.659367e+01
1.880997e-02	1.203053e-01	3.671397e+01
1.870705e-02	1.196470e-01	3.683362e+01
1.868701e-02	1.195189e-01	3.695314e+01
1.861970e-02	1.190884e-01	3.707223e+01
1.857564e-02	1.188066e-01	3.719104e+01
1.855222e-02	1.186568e-01	3.730969e+01
1.845786e-02	1.180533e-01	3.742775e+01
1.840191e-02	1.176954e-01	3.754544e+01
1.834473e-02	1.173297e-01	3.766277e+01
1.832673e-02	1.172146e-01	3.777999e+01
1.824513e-02	1.166927e-01	3.789668e+01
1.820389e-02	1.164289e-01	3.801311e+01
1.816103e-02	1.161548e-01	3.812926e+01
1.813600e-02	1.159947e-01	3.824526e+01
1.797249e-02	1.149489e-01	3.836021e+01
1.795020e-02	1.148064e-01	3.847501e+01
1.793026e-02	1.146788e-01	3.858969e+01
1.790102e-02	1.144918e-01	3.870418e+01
1.785072e-02	1.141701e-01	3.881835e+01
1.779376e-02	1.138058e-01	3.893216e+01
1.775734e-02	1.135729e-01	3.904573e+01
1.772343e-02	1.133560e-01	3.915909e+01
1.767829e-02	1.130673e-01	3.927215e+01
1.764110e-02	1.128294e-01	3.938498e+01
1.758186e-02	1.124506e-01	3.949743e+01
1.754105e-02	1.121895e-01	3.960962e+01
1.751069e-02	1.119954e-01	3.972162e+01
1.747666e-02	1.117777e-01	3.983340e+01
1.740869e-02	1.113429e-01	3.994474e+01
1.737801e-02	1.111468e-01	4.005589e+01
1.733547e-02	1.108747e-01	4.016676e+01
1.729604e-02	1.106225e-01	4.027738e+01
1.723798e-02	1.102511e-01	4.038764e+01
1.718948e-02	1.099410e-01	4.049758e+01
1.718462e-02	1.099099e-01	4.060749e+01
1.715170e-02	1.096993e-01	4.071719e+01
1.708706e-02	1.092859e-01	4.082647e+01
1.705696e-02	1.090934e-01	4.093556e+01
1.704464e-02	1.090146e-01	4.104458e+01
1.699620e-02	1.087048e-01	4.115328e+01
1.695156e-02	1.084193e-01	4.126170e+01
1.690127e-02	1.080976e-01	4.136980e+01
1.683719e-02	1.076878e-01	4.147749e+01
1.682252e-02	1.075939e-01	4.158508e+01
1.678521e-02	1.073553e-01	4.169244e+01
1.675036e-02	1.071324e-01	4.179957e+01
1.672258e-02	1.069547e-01	4.190653e+01
1.665413e-02	1.065170e-01	4.201304e+01
1.663133e-02	1.063711e-01	4.211941e+01
1.661698e-02	1.062794e-01	4.222569e+01
1.656093e-02	1.059209e-01	4.233161e+01
1.654801e-02	1.058382e-01	4.243745e+01
1.648319e-02	1.054236e-01	4.254288e+01
