eigenvalue	percentage of variance	cumulative percentage of variance
2.266468e-01	1.456390e+00	1.456390e+00
1.896729e-01	1.218802e+00	2.675192e+00
1.279247e-01	8.220203e-01	3.497213e+00
1.197144e-01	7.692626e-01	4.266475e+00
1.141564e-01	7.335474e-01	5.000023e+00
9.279014e-02	5.962521e-01	5.596275e+00
8.873824e-02	5.702154e-01	6.166490e+00
8.484604e-02	5.452049e-01	6.711695e+00
7.835091e-02	5.034684e-01	7.215163e+00
7.574230e-02	4.867059e-01	7.701869e+00
6.811036e-02	4.376645e-01	8.139534e+00
6.451444e-02	4.145578e-01	8.554091e+00
6.191431e-02	3.978498e-01	8.951941e+00
6.102231e-02	3.921180e-01	9.344059e+00
6.024197e-02	3.871037e-01	9.731163e+00
5.843167e-02	3.754710e-01	1.010663e+01
5.721460e-02	3.676504e-01	1.047428e+01
5.544556e-02	3.562828e-01	1.083057e+01
5.200989e-02	3.342058e-01	1.116477e+01
5.153759e-02	3.311710e-01	1.149594e+01
5.011906e-02	3.220557e-01	1.181800e+01
4.912140e-02	3.156449e-01	1.213364e+01
4.829682e-02	3.103464e-01	1.244399e+01
4.773898e-02	3.067618e-01	1.275075e+01
4.758710e-02	3.057859e-01	1.305654e+01
4.689477e-02	3.013371e-01	1.335788e+01
4.613650e-02	2.964646e-01	1.365434e+01
4.557813e-02	2.928765e-01	1.394722e+01
4.482183e-02	2.880167e-01	1.423523e+01
4.471975e-02	2.873608e-01	1.452259e+01
4.377516e-02	2.812910e-01	1.480389e+01
4.331083e-02	2.783073e-01	1.508219e+01
4.270315e-02	2.744025e-01	1.535660e+01
4.145536e-02	2.663844e-01	1.562298e+01
4.129226e-02	2.653364e-01	1.588832e+01
4.071550e-02	2.616302e-01	1.614995e+01
4.047958e-02	2.601143e-01	1.641006e+01
3.969468e-02	2.550706e-01	1.666513e+01
3.917727e-02	2.517458e-01	1.691688e+01
3.884917e-02	2.496375e-01	1.716651e+01
3.862644e-02	2.482063e-01	1.741472e+01
3.837389e-02	2.465834e-01	1.766130e+01
3.770555e-02	2.422888e-01	1.790359e+01
3.752362e-02	2.411198e-01	1.814471e+01
3.658551e-02	2.350917e-01	1.837980e+01
3.635215e-02	2.335921e-01	1.861340e+01
3.556222e-02	2.285162e-01	1.884191e+01
3.534610e-02	2.271274e-01	1.906904e+01
3.526873e-02	2.266303e-01	1.929567e+01
3.470872e-02	2.230318e-01	1.951870e+01
3.424620e-02	2.200597e-01	1.973876e+01
3.356395e-02	2.156757e-01	1.995444e+01
3.324567e-02	2.136305e-01	2.016807e+01
3.289956e-02	2.114064e-01	2.037947e+01
3.254479e-02	2.091268e-01	2.058860e+01
3.222464e-02	2.070695e-01	2.079567e+01
3.199789e-02	2.056125e-01	2.100128e+01
3.125641e-02	2.008479e-01	2.120213e+01
3.121029e-02	2.005515e-01	2.140268e+01
3.106280e-02	1.996038e-01	2.160229e+01
3.089628e-02	1.985337e-01	2.180082e+01
3.062407e-02	1.967846e-01	2.199760e+01
3.032988e-02	1.948942e-01	2.219250e+01
2.986225e-02	1.918892e-01	2.238439e+01
2.977764e-02	1.913456e-01	2.257573e+01
2.956589e-02	1.899849e-01	2.276572e+01
2.918401e-02	1.875310e-01	2.295325e+01
2.879188e-02	1.850112e-01	2.313826e+01
2.858852e-02	1.837045e-01	2.332197e+01
2.856045e-02	1.835241e-01	2.350549e+01
2.828124e-02	1.817300e-01	2.368722e+01
2.800007e-02	1.799232e-01	2.386714e+01
2.794421e-02	1.795643e-01	2.404671e+01
2.746647e-02	1.764944e-01	2.422320e+01
2.737831e-02	1.759279e-01	2.439913e+01
2.715998e-02	1.745250e-01	2.457365e+01
2.704577e-02	1.737911e-01	2.474745e+01
2.676200e-02	1.719676e-01	2.491941e+01
2.656979e-02	1.707325e-01	2.509015e+01
2.638117e-02	1.695205e-01	2.525967e+01
2.598860e-02	1.669979e-01	2.542666e+01
2.589409e-02	1.663906e-01	2.559305e+01
2.573136e-02	1.653449e-01	2.575840e+01
2.552148e-02	1.639963e-01	2.592240e+01
2.536262e-02	1.629755e-01	2.608537e+01
2.523155e-02	1.621333e-01	2.624750e+01
2.507164e-02	1.611057e-01	2.640861e+01
2.494437e-02	1.602879e-01	2.656890e+01
2.486972e-02	1.598082e-01	2.672871e+01
2.475543e-02	1.590738e-01	2.688778e+01
2.462179e-02	1.582150e-01	2.704599e+01
2.451231e-02	1.575115e-01	2.720351e+01
2.438267e-02	1.566785e-01	2.736018e+01
2.423668e-02	1.557404e-01	2.751593e+01
2.420529e-02	1.555387e-01	2.767146e+01
2.396079e-02	1.539676e-01	2.782543e+01
2.380430e-02	1.529620e-01	2.797839e+01
2.375979e-02	1.526760e-01	2.813107e+01
2.349064e-02	1.509465e-01	2.828202e+01
2.338474e-02	1.502660e-01	2.843228e+01
2.334071e-02	1.499830e-01	2.858226e+01
2.318009e-02	1.489509e-01	2.873122e+01
2.314580e-02	1.487306e-01	2.887995e+01
2.300405e-02	1.478197e-01	2.902777e+01
2.296391e-02	1.475618e-01	2.917533e+01
2.294477e-02	1.474388e-01	2.932277e+01
2.279655e-02	1.464864e-01	2.946925e+01
2.262570e-02	1.453885e-01	2.961464e+01
2.257564e-02	1.450669e-01	2.975971e+01
2.243390e-02	1.441561e-01	2.990386e+01
2.224471e-02	1.429404e-01	3.004680e+01
2.222227e-02	1.427962e-01	3.018960e+01
2.200596e-02	1.414062e-01	3.033101e+01
2.194999e-02	1.410466e-01	3.047205e+01
2.184740e-02	1.403873e-01	3.061244e+01
2.177485e-02	1.399211e-01	3.075236e+01
2.171075e-02	1.395092e-01	3.089187e+01
2.158558e-02	1.387049e-01	3.103058e+01
2.151530e-02	1.382533e-01	3.116883e+01
2.148871e-02	1.380824e-01	3.130691e+01
2.136090e-02	1.372611e-01	3.144417e+01
2.129885e-02	1.368624e-01	3.158104e+01
2.118843e-02	1.361529e-01	3.171719e+01
2.106626e-02	1.353679e-01	3.185256e+01
2.103159e-02	1.351451e-01	3.198770e+01
2.095869e-02	1.346767e-01	3.212238e+01
2.092410e-02	1.344543e-01	3.225683e+01
2.080536e-02	1.336914e-01	3.239052e+01
2.075820e-02	1.333883e-01	3.252391e+01
2.065020e-02	1.326944e-01	3.265661e+01
2.058328e-02	1.322643e-01	3.278887e+01
2.050526e-02	1.317630e-01	3.292063e+01
2.039639e-02	1.310634e-01	3.305170e+01
2.030934e-02	1.305040e-01	3.318220e+01
2.021261e-02	1.298825e-01	3.331208e+01
2.019870e-02	1.297931e-01	3.344188e+01
2.016484e-02	1.295755e-01	3.357145e+01
2.002225e-02	1.286592e-01	3.370011e+01
1.999033e-02	1.284542e-01	3.382857e+01
1.995558e-02	1.282308e-01	3.395680e+01
1.985156e-02	1.275624e-01	3.408436e+01
1.977316e-02	1.270586e-01	3.421142e+01
1.973491e-02	1.268129e-01	3.433823e+01
1.966616e-02	1.263711e-01	3.446460e+01
1.962124e-02	1.260825e-01	3.459068e+01
1.960871e-02	1.260019e-01	3.471669e+01
1.949751e-02	1.252874e-01	3.484197e+01
1.942880e-02	1.248459e-01	3.496682e+01
1.938827e-02	1.245854e-01	3.509140e+01
1.936176e-02	1.244150e-01	3.521582e+01
1.930129e-02	1.240265e-01	3.533985e+01
1.923025e-02	1.235700e-01	3.546342e+01
1.917692e-02	1.232273e-01	3.558664e+01
1.904125e-02	1.223555e-01	3.570900e+01
1.902019e-02	1.222202e-01	3.583122e+01
1.899931e-02	1.220860e-01	3.595331e+01
1.891014e-02	1.215131e-01	3.607482e+01
1.884202e-02	1.210753e-01	3.619589e+01
1.881496e-02	1.209014e-01	3.631679e+01
1.875961e-02	1.205458e-01	3.643734e+01
1.868423e-02	1.200614e-01	3.655740e+01
1.863851e-02	1.197676e-01	3.667717e+01
1.857364e-02	1.193507e-01	3.679652e+01
1.853101e-02	1.190768e-01	3.691560e+01
1.847946e-02	1.187456e-01	3.703434e+01
1.843654e-02	1.184698e-01	3.715281e+01
1.838715e-02	1.181524e-01	3.727096e+01
